,title,ingredients,directions,link,source,NER
743150,Corn Sticks *,"['3/4 c. corn meal', '2 Tbsp. flour', '2 Tbsp. Wesson oil', '1 tsp. baking powder', '1 tsp. salt', 'pinch of soda', '1 egg', 'buttermilk']","['Combine all ingredients; add enough buttermilk for desired consistency.', 'Pour into hot, oiled cornstick pan.', 'Bake at 500° until brown.', 'Makes 7 cornsticks.']",www.cookbooks.com/Recipe-Details.aspx?id=946923,Gathered,"['corn meal', 'flour', 'Wesson oil', 'baking powder', 'salt', 'soda', 'egg', 'buttermilk']"
366587,Easy Pudding Pie,"['2 pkg. Jell-O brand instant pudding (any flavor)', '1 3/4 c. milk', '8 oz. Cool Whip', 'graham cracker pie crust', 'Cool Whip']","['Mix together pudding and milk. Whip well, then fold in Cool Whip. Pour into a graham cracker pie shell. Top with Cool Whip.']",www.cookbooks.com/Recipe-Details.aspx?id=87791,Gathered,"['milk', 'graham cracker pie crust']"
672832,Holubky(Slovak Stuffed Cabbage)  ,"['4 lb. loose head cabbage', '1/2 c. rice, cooked in boiling water (about 8 minutes) and drained', '1 medium can tomatoes', '1 slice pork shoulder, cut in pieces', '1 lb. ground beef and pork', 'salt and pepper', '1 large can sauerkraut', '1 egg']","['Combine meat, rice, egg and seasonings.', 'Core cabbage and parboil about 20 minutes, covered.', 'Separate leaves, when cool; stuff with meat mixture and roll up.', 'In large kettle, place a layer of sauerkraut, then a layer of cabbage rolls, then a layer of tomatoes, then pieces of pork shoulder, seasoning as you go. When all is used, cover to the top of the kettle with boiling water and cook over medium heat about 2 1/2 hours.']",www.cookbooks.com/Recipe-Details.aspx?id=288344,Gathered,"['cabbage', 'rice', 'tomatoes', 'pork shoulder', 'ground beef', 'salt', 'sauerkraut', 'egg']"
1576559,Crockpot Refried Beans,"['3 cups Dry Pinto Beans, Rinsed And Sorted, With Rocks And Bad Beans Removed', '9 cups Water', '5 cubes Chicken Bouillon', '1 teaspoon Garlic Powder', '2 teaspoons Salt', '1/2 whole Onion, Peeled', '1/4 cups Butter, Melted', '1 cup Milk', 'Reserved Juices From The Pot']","['Place dry beans in the bottom of slow-cooker. Pour water over the top. Add the bouillon cubes, garlic powder, and salt. Place the onion half right on top of the beans. Cover and cook on low for 8 hours, or until beans are very soft and fall apart when mashed (if you under cook your beans, they will be grainy and difficult to mash).', 'Remove the onion from the pot and drain the beans, reserving the cooking liquid. Return the beans to the pot, add the melted butter and the milk. Blend with a hand immersion blender until creamy and smooth, adding some of the reserved juices from the pot until desired consistency is achieved (more milk can also be added if you like them more creamy). Note: the beans firm up as they cool, so make them looser than you think you need to. Serve promptly. Store leftovers covered in the refrigerator.', 'Variations: For spicy beans, add fresh jalapeno to the pot. For cheesy beans, top with jack cheese after blending.', 'Adapted from Allrecipes and Chef In Training.']",tastykitchen.com/recipes/sidedishes/crockpot-refried-beans/,Gathered,"['Pinto Beans', 'Water', 'Chicken Bouillon', 'Garlic', 'Salt', 'Onion', '¼', 'Milk']"
2064516,Crepes Passion,"['3 large egg yolks', '6 tablespoons sugar', '2 tablespoons cornstarch', '1 cup milk', '1/2 teaspoon vanilla', '6 passion fruit* (about 1/2 pound)', '3/4 cup plus 1 tablespoon sugar', '1/2 cup water', '1/2 stick (1/4 cup) cold unsalted butter, cut into pieces', '4 large egg yolks', '5 tablespoons sugar', '1/4 cup all-purpose flour', '3 tablespoons unsalted butter, melted and cooled, plus additional for cooking crepes', '1 cup milk', '3 large egg whites', ""Garnish: confectioners' sugar for dusting"", '*available at specialty foods shops']","['In a large heatproof bowl whisk together yolks, sugar, and cornstarch (mixture will be very stiff).', 'In a heavy saucepan bring milk and vanilla just to a boil.', 'Add 1/2 cup milk mixture to egg mixture in a stream, whisking, and whisk until smooth.', 'Whisk egg-milk mixture into remaining milk in pan and simmer, whisking constantly, until very thick, about 2 minutes.', 'Transfer hot pastry cream to a clean heatproof bowl and cool, surface covered with buttered wax paper.', 'Chill pastry cream at least 2 hours and up to 2 days.', 'Whisk pastry cream before using.', 'Halve passion fruit crosswise and scoop flesh and seeds into a bowl.', 'In a heavy saucepan combine sugar and 1 tablespoon water and cook over moderately high heat, undisturbed, until sugar begins to melt.', 'Continue cooking mixture, stirring with a fork, until sugar is melted and syrup is golden.', 'Remove pan from heat.', 'Carefully add remaining water down side of pan and stir in passion fruit (caramel will bubble up and steam).', 'Return pan to heat and simmer sauce, stirring, until caramel is dissolved, about 5 minutes.', 'Add butter, 1 piece at time, stirring until incorporated and sauce is smooth.', 'Sauce may be made 2 days ahead and chilled, covered.', 'Reheat sauce over low heat before serving.', 'Preheat oven to 350F.', 'In a bowl whisk together yolks and 3 tablespoons sugar until thick and pale.', 'Sift flour over mixture and whisk until combined.', 'Add 3 tablespoons butter and milk and whisk until smooth.', 'In another bowl beat whites with remaining 2 tablespoons sugar until they just hold soft peaks and fold into milk mixture gently but thoroughly.', 'Heat an 8-inch non-stick skillet over moderately high heat until hot and brush with some additional butter.', '(If skillet handle is plastic, wrap handle in a double thickness of foil.)', 'Pour 1 cup batter into skillet, swirling to coat bottom, and cook until crepe loosens from side of skillet and underside is pale golden, about 3 minutes.', '(Crepe will be puffed, almost like a souffle.)', 'Transfer skillet to middle of oven and continue cooking crepe until top is set, about 2 minutes.', 'Put about 1/4 cup pastry cream in center of crepe and fold in half.', 'With a wide metal spatula carefully slide crepe onto a lightly greased baking sheet.', 'Makes 3 more crepes in same manner with remaining batter and pastry cream, gently stirring batter occasionally so egg whites remain incorporated.', 'Reheat crepes in oven before serving.', ""Dust crepes with confectioners' sugar and serve with passion fruit sauce.""]",www.epicurious.com/recipes/food/views/crepes-passion-11828,Recipes1M,"['egg yolks', 'sugar', 'cornstarch', 'milk', 'vanilla', 'passion fruit', 'sugar', 'water', 'butter', 'egg yolks', 'sugar', 'all-purpose', 'unsalted butter', 'milk', 'egg whites', 'sugar']"
1726137,Chicken and Greens in Coconut Milk,"['2 12 kg chicken, cut into serving pieces', '2 teaspoons oil', '1 12 cups coconut milk', '750 g spinach', '500 g pumpkin, peel', '2 garlic, crushed', '2 cm piece ginger, finely chopped']","['Remove the skin from the chicken and lightly brown in the oil with 1 clove of the garlic.', 'Add 1/2 cup or so of the coconut milk and the remaining garlic.', 'Simmer for about 10 minutes.', 'Skin and cut the squash into cubes.', 'Add to chicken.', 'Simmer for about 5 more minutes.', 'Add the greens and remaining coconut milk and let simmer for about 15 more minutes.', 'Serve over rice.']",www.food.com/recipe/chicken-and-greens-in-coconut-milk-458459,Recipes1M,"['chicken', 'oil', 'coconut milk', 'spinach', 'garlic', 'ginger']"
2214422,Italian parmesan crusted chicken breasts,"['1 stick Green onion', '1/2 cup heavy cream', '1 Chicken Breast', '1 cup Peanut oil (or whatever oil you use to fry)', '1 clove Garlic', '1 pinch Oregano', '1 pinch Sweet Basil', '1 pinch Cayenne Pepper', '1 tbsp all-purpose flour', ""1 cup (French's) French fried onions"", 'bunch grated parmesan cheese', ""1/2 can Campbell's cream of chicken""]","['(Assuming you have your oil pre-heating)... Clean chicken breast, removing any fat.', ""Split the breast in half, if it isn't cut thin already."", 'Set to the side.', 'In a bowl, combine the garlic and heavy cream.', 'Stir.', 'Set to the side.', 'In a baggie, crunch the French fried onions with bottom of butter knife or rolling pin.', 'Set to the side.', 'Combine the oregano, sweet basil, flour, parmesan cheese and the French fried onions.', 'Mix all ingredients together, but, keep spread loosely on a plate for battering.', 'Set to side.', 'Sprinkle both sides of chicken breast with black pepper, cayenne pepper, garlic and season all salt.', 'Dip seasoned chicken breasts into the heavy cream and garlic mix, completely submerging them.', 'After dipped in cream, batter with French fried onion mix.', 'Set in oil.', 'Fry about 5 minutes each side, until golden brown on both sides.', 'Once chicken is done frying, set on plate with paper towels to soak up residual oil.', ""Coat top of chicken breast with Campbell's cream of chicken and chopped green onion."", 'Serve with your favorite side.', 'Enjoy!']",cookpad.com/us/recipes/363953-italian-parmesan-crusted-chicken-breasts,Recipes1M,"['Green onion', 'heavy cream', 'Chicken', 'Peanut oil', 'clove Garlic', 'Oregano', 'Sweet Basil', 'Cayenne Pepper', 'flour', 'onions', 'parmesan cheese', ""Campbell's cream""]"
1418384,Pork Balsamico With Mushrooms,"['2 pounds pork tenderloin, cut in 1/2-inch-thick slices', '1 1/4 teaspoons salt, divided', '3/4 teaspoon freshly ground pepper, divided', '2 tablespoons olive oil', '2 garlic cloves, minced', '1 (8-oz.) package sliced fresh mushrooms', '1/2 cup balsamic vinegar']","['Rub pork tenderloin slices with 1 tsp. salt and 1/2 tsp. pepper. Cook pork in hot oil in a large skillet over medium-high heat 4 to 5 minutes on each side or to desired degree of doneness. Transfer pork to a serving platter, and keep warm.', 'Add garlic to skillet; saute 30 seconds, stirring constantly. Add mushrooms and remaining 1/4 tsp. salt and 1/4 tsp. pepper to skillet; saute 3 minutes. Stir in vinegar; cook, stirring frequently, 3 to 5 minutes or until mushrooms are tender. Spoon mushroom mixture over pork, and serve immediately.']",www.myrecipes.com/recipe/pork-balsamico-with-mushrooms,Gathered,"['pork tenderloin', 'salt', 'freshly ground pepper', 'olive oil', 'garlic', 'mushrooms', 'balsamic vinegar']"
227178,Chicken Salad,"['24 oz. twisted macaroni', 'cooked chicken (4 to 6 breasts)', '1 1/2 c. Italian dressing (lo-fat)', '1 1/2 c. mayonnaise (lo-fat)', '10 Tbsp. lemon juice (fresh)', '3 Tbsp. mustard (not dry)', '1 large chopped onion', 'diced olives', '2 diced cucumbers', '4 to 5 stocks diced celery', '1 large diced red bell pepper', '1 Tbsp. salt', '1 tsp. pepper']","['Cook macaroni.', 'Mix cooked chicken and Italian dressing with hot macaroni.', 'Cool.', 'Blend mayonnaise, lemon juice and mustard. Stir in chopped onions, olives, cubes, celery, salt and pepper. Add to macaroni mixture.', 'Mix well.', 'Chill overnight in tight container.']",www.cookbooks.com/Recipe-Details.aspx?id=179896,Gathered,"['macaroni', 'chicken', 'Italian dressing', 'mayonnaise', 'lemon juice', 'onion', 'olives', 'cucumbers', 'celery', 'red bell pepper', 'salt', 'pepper']"
99112,Apple Fritters,"['shortening for deep frying', '1 egg, slightly beaten', '1/2 c. milk', '1 Tbsp. Crisco shortening, melted', '1 c. diced apples, or drained, crushed pineapple', '1 c. all-purpose flour', '1 Tbsp. granulated sugar', '1 tsp. baking powder', '1/4 tsp. salt', '1 c. confectioners sugar', '1 tsp. cinnamon']","['Heat 2 or 3 inches of shortening in heavy skillet or deep fryer.', 'Combine egg and milk in larger bowl.', 'Stir in one tablespoon of melted shortening.', 'Add apple or pineapple.', 'Combine flour, granulated sugar, baking powder and salt.', 'Add to egg mixture, stir just until mixed.', 'Drop by tablespoon into shortening.', 'Fry for 4 minutes or until golden brown.', 'Remove, drain on paper towels.', 'Combine confectioners sugar and cinnamon sugar in small bowl.', 'Roll fritters in mixture.', 'Serve warm.']",www.cookbooks.com/Recipe-Details.aspx?id=626176,Gathered,"['shortening', 'egg', 'milk', 'shortening', 'apples', 'flour', 'sugar', 'baking powder', 'salt', 'confectioners sugar', 'cinnamon']"
1955946,Stir-Fried Chicken With Basil and Chilies,"['3 tablespoons vegetable oil', '4 garlic cloves, sliced', '2 -4 red chilies, seeded and chopped', '1 lb chicken, cut into bite sized pieces', '2 -3 tablespoons fish sauce', '2 teaspoons dark soy sauce', '1 teaspoon sugar', '10 -12 leaves Thai basil', '2 red chilies, finely sliced', '20 leaves Thai basil, deep fried (optional)']","['Heat the oil in a wok or large frying pan and swirl it around.', 'Add the garlic and chilies and stir fry until golden.', 'Add the chicken and stir fry until it changes color.', 'Season with fish sauce, soy sauce and sugar.', 'Continue to stir fry for 3-4 minutes or until the chicken is cooked.', 'Stir in the fresh Thai basil leaves.', 'Garnish with sliced chilies and the deep-fried basil, if using.']",www.food.com/recipe/stir-fried-chicken-with-basil-and-chilies-201588,Recipes1M,"['vegetable oil', 'garlic', 'chicken', 'fish sauce', 'soy sauce', 'sugar', 'basil', 'red chilies', 'basil']"
571201,Homemade Chili,"['1 lb. lean ground meat', '1 large green pepper, chopped', '1 large onion, chopped', '2 Tbsp. chili powder', '1/4 tsp. pepper', ""3 c. Campbell's tomato juice"", '1 to 2 (15 oz.) cans kidney or pinto beans', 'sour cream, sliced green onions, shredded cheese and chopped tomato (for garnish)']","['In 6-quart Dutch oven, over medium-high heat, cook ground meat, green pepper and onion with chili powder and pepper until meat is browned and vegetables are tender, stirring to separate meat.', 'Add tomato juice and beans; heat to boiling.', 'Reduce heat to low.', 'Cover; cook 20 minutes, stirring occasionally.', 'Makes 6 cups or 6 servings.']",www.cookbooks.com/Recipe-Details.aspx?id=977420,Gathered,"['lean ground meat', 'green pepper', 'onion', 'chili powder', 'pepper', ""Campbell's tomato juice"", 'kidney', 'sour cream']"
540164,Delightful Fruit Salad,"['1 can lite fruit cocktail', '1 can pineapple tidbits', '1 pt. fresh strawberries, cut up', '1 can mandarin oranges', '1 banana, sliced', '1 c. lite cottage cheese', 'lite Cool Whip']","['In a large bowl, blend the fruit cocktail, pineapple, strawberries, mandarin oranges, banana and cottage cheese together.', 'Place into 6 individual dessert dishes.', 'Chill for 30 minutes.', 'Top each with lite Cool Whip and serve.']",www.cookbooks.com/Recipe-Details.aspx?id=774232,Gathered,"['lite fruit cocktail', 'pineapple', 'fresh strawberries', 'mandarin oranges', 'banana', 'cottage cheese']"
471067,Lemon Squares,"['1 1/2 sticks butter or margarine (room temperature)', '1/3 c. powdered sugar', '1 1/2 c. flour', '3 eggs', '1 1/2 c. granulated sugar', '3 Tbsp. flour', '1/3 c. lemon juice', 'powdered sugar']","['Mix butter, powdered sugar and 1 1/2 cups flour.', 'Pat into 9 x 13-inch pan.', 'Bake 20 minutes at 350°.', 'Mix eggs, sugar and 3 tablespoons flour until well blended.', 'Add lemon juice and mix well.', 'Pour over baked crust and bake again for 20 minutes at 350°.', 'Remove from oven.', 'Sift powdered sugar over bars.', 'Cool and cut into squares.']",www.cookbooks.com/Recipe-Details.aspx?id=162793,Gathered,"['butter', 'powdered sugar', 'flour', 'eggs', 'sugar', 'flour', 'lemon juice', 'powdered sugar']"
1257590,Cajun Pork With Spicy Pineapple Salsa,"['1/2 None medium ripe pineapple, peeled, cored, cut into 1/3 inch pieces', '1/2 None small red onion, finely chopped', '1 None fresh small red chili, seeded, finely chopped', '1 tbsp chopped fresh cilantro', '2 tsp sugar', '1 tbsp lime or lemon juice', '2 tbsp Cajun seasoning mix', '4 (5 oz) pork chops', '10.5 oz green beans, trimmed', '1 tbsp butter', '1.5 oz baby spinach']","['To make the salsa, combine pineapple, onion, chili, cilantro, sugar and lime juice in a medium glass bowl.', 'Preheat grill. Place seasoning mix on a plate then press both sides of pork chops into seasoning to coat lightly. Lightly coat with oil and grill for 3-4 mins per side, or until cooked to your liking. Transfer to a heatproof plate, cover with foil and let rest for 5 mins.', 'Meanwhile, blanch green beans in boiling water for 2-3 mins, or until bright green and tender. Drain. Place in a medium bowl. Add butter and toss with a pinch of salt.', 'Divide green beans and spinach between serving plates and top with pork and salsa. Serve immediately.']",recipes-plus.com/api/v2.0/recipes/34989,Gathered,"['medium ripe pineapple', 'red onion', 'red chili', 'fresh cilantro', 'sugar', 'lime', 'Cajun seasoning mix', 'pork chops', 'green beans', 'butter', 'baby spinach']"
1690771,Jack's Great Victoria Sponge Cake,"['200 g caster sugar', '200 g self raising flour', '200 g margarine', '4 eggs', '1 teaspoon baking powder', '280 g double cream', '20 g icing sugar', '50 g jam']","['Mix togethet the caster sugar and margarine together untill its a light fluffy texture, then add one egg at a time adding 30g of flour each time.', 'When thats done add the rest of the flour to the mix.', 'Then add the baking powder when the mix is like a fluffy texture.', 'Grease two 18cm cake tins then add the cake mix equally in the tins.', 'Then cook for around 20-25 minutes.', 'Now whisk all the double cream.', 'When the cake is cooked wait for it to cool down before putting the cream and jam on.', 'When its cooled down on the bottom cake put jam on and on the top cake put double cream on the underneath then sandwich them together.', 'Then dust icing sugar on the top of the cake.', 'now your done.']",www.food.com/recipe/jacks-great-victoria-sponge-cake-463975,Recipes1M,"['caster sugar', 'flour', 'margarine', 'eggs', 'baking powder', 'double cream', 'icing sugar']"
236885,Mexican-Beef Cabbage,"['2 Tbsp. oil', '1 large onion, chopped', '1 lb. ground beef', '1 medium head cabbage, cut into 6 wedges', '1 (16 oz.) can tomato sauce', '1 tsp. garlic powder', '1 tsp. pepper', '1 c. Mozzarella cheese, grated', 'chili powder (optional)', '3 c. hot, cooked rice']","['Put oil in large skillet over moderate heat.', 'Add onion and saute until golden.', 'Add meat, cooking until brown.', 'Arrange cabbage over meat.', 'Add tomato sauce, garlic powder and pepper. Stir to blend.', 'Cover and simmer over low heat for 30 minutes or until cabbage is just crisp-tender.', 'Sprinkle with cheese and heat until cheese melts.', 'Serve over rice.']",www.cookbooks.com/Recipe-Details.aspx?id=563870,Gathered,"['oil', 'onion', 'ground beef', 'head cabbage', 'tomato sauce', 'garlic powder', 'pepper', 'Mozzarella cheese', 'chili powder', 'rice']"
561640,Christmas Strawberry Nut Salad,"['3/4 c. boiling water', '1 (6 oz.) pkg. strawberry jello', '1 (10 oz.) pkg. frozen, sliced strawberries, almost thawed', '1 (No. 2) can crushed, drained pineapple', '1/2 c. chopped pecans', '1 1/2 c. bananas, mashed', '1 (1/2 pt.) carton sour cream']","['Mix all ingredients together, except sour cream.', 'Pour half of mixture into larger gelatin mold and put into refrigerator to set firm as quickly as possible.', '(Keep other half out of refrigerator.)']",www.cookbooks.com/Recipe-Details.aspx?id=889515,Gathered,"['boiling water', 'strawberry jello', 'frozen', 'pineapple', 'pecans', 'bananas', 'sour cream']"
1961495,Potato Cheeseburger Soup,"['3 cups water', '4 cups potatoes, peeled and cubed', '1 onion, chopped', '14 cup green pepper, chopped', '1 jalapeno pepper, seeded and finely chopped', '1 garlic clove, finely chopped', '3 beef bouillon cubes', '12 teaspoon salt', '1 lb hamburger, cooked and drained', '1 (10 1/2 ounce) can cream of mushroom soup', '2 12 cups milk, divided', '3 tablespoons flour', '12-23 lb shredded cheese', '14-1 teaspoon cayenne pepper, to taste', '12 lb bacon, cooked and crumbled', 'sour cream and chives (to garnish) (optional)']","['1.', 'In saucepan, add first 8 ingredients and bring to boil.', '2.', 'Reduce heat and simmer 15-20 minutes or until potatoes are tender.', '3.', 'Stir in beef, 2 cups milk and cream of mushroom soup, then heat through.', '4.', 'In mixing bowl, add flour and remaining milk and stir until smooth.', '5.', 'Gradually stir into soup.', '6.', 'Bring to boil and cook, stirring constantly for 2 minutes or until thick and bubbly.', '7.', 'Reduce heat and stir in cheese until melted.', '8.', 'Add desired amount of cayenne and stir.', '9.', 'Top with bacon just before serving.', '10.', 'Garnish with sour cream and chives.']",www.food.com/recipe/potato-cheeseburger-soup-408387,Recipes1M,"['water', 'potatoes', 'onion', 'green pepper', 'pepper', 'garlic', 'salt', 'hamburger', 'cream of mushroom soup', 'milk', 'flour', 'shredded cheese', 'cayenne pepper', 'bacon', 'sour cream']"
1164806,Quick & Easy Chicken Brine,"['4 cups water', '1 lemon, quartered and juiced', '1/4 cup sugar', '1 cup salt', '4 (6 ounce) boneless chicken breasts']","['In a large bowl mix together water, lemon juice, sugar and salt until dissolved.', 'Add lemon quarters and chicken.', 'Marinate for 30 minutes.', 'Remove from marinade and pat dry.', 'Chicken is now ready to be used in your favorite recipe.']",www.food.com/recipe/quick-easy-chicken-brine-345741,Gathered,"['water', 'lemon', 'sugar', 'salt', 'chicken breasts']"
531503,Chicken Ball,"['1 (8 oz.) pkg. cream cheese', '1 (3 oz.) pkg. cream cheese', '1 Tbsp. Worcestershire sauce', '1 tsp. lemon juice', '2 Tbsp. chopped onions and green peppers', '2 Tbsp. oleo', '1 c. Underwood chunk and chicken spread', '3/4 c. finely chopped walnuts']","['Let cream cheese sit at room temperature until softened.', 'Put cheese and other ingredients, except nuts, in mixing bowl.', 'Mix with mixer until blended, then stir with spoon about 1 minute. Mold in ball and roll in nuts.', 'Refrigerate about 2 hours.', 'Serve with crackers, vegetables or on bread.']",www.cookbooks.com/Recipe-Details.aspx?id=909147,Gathered,"['cream cheese', 'cream cheese', 'Worcestershire sauce', 'lemon juice', 'onions', 'oleo', 'chicken spread', 'walnuts']"
443049,Karelene'S Sweet Potato Casserole,"['3 cups cooked, mashed sweet potatoes', '1 stick of margarine, softened', '1 1/2 tsp. vanilla', '2 eggs, slightly beaten', '1/3 cup milk', '1 cup sugar']","['Mash cooked sweet potatoes well.', 'Beat margarine, vanilla, eggs, milk, and sugar.', 'Pour into a greased baking dish.']",www.cookbooks.com/Recipe-Details.aspx?id=56284,Gathered,"['potatoes', 'margarine', 'vanilla', 'eggs', 'milk', 'sugar']"
957571,Cheeseburger Egg Rolls,"['1 pound ground beef', '1 onion, chopped', '1 cup chopped dill pickles or sweet pickles', '1 cup shredded Cheddar cheese', '1 tablespoon prepared yellow mustard, or to taste', '1 (16 ounce) package egg roll wrappers', '1 cup vegetable oil for frying']","['Place the ground beef and onion in a skillet over medium heat, and cook and stir for about 10 minutes, breaking up the beef into crumbles as it cooks. Drain the meat and transfer to a bowl. Stir in the chopped pickles, shredded cheese, and mustard, and mix together well.', 'Line a baking sheet with parchment paper. Place a bowl of water next to your work surface. Remove an egg roll wrapper from the stack, and cover the remaining wrappers with a damp paper towel to prevent them from drying out.', 'Place the wrapper on the work surface with a corner facing towards you. Place about 1/4 cup of filling on the wrapper, and fold the top corner down over the filling. Tightly roll the wrapper into a cylinder, tucking in the corners as you roll, until the wrapper completely encloses the filling. Moisten the last corner with a little water, and finish wrapping so the moistened corner tightly seals to the egg roll, and there are no gaps to let the filling leak out. Place filled egg rolls on the parchment-lined baking sheet, covered with a slightly damp paper towel, while you finish making the egg rolls.', 'Heat the oil in a deep saucepan or deep fryer until a thermometer registers 365 degrees F (185 degrees C). Carefully place 2 or 3 egg rolls at a time into the hot oil, and fry for about 4 or 5 minutes, turning the egg rolls over once, until golden brown. Remove the egg rolls with a tongs, and drain on paper towels.']",www.allrecipes.com/recipe/105904/cheeseburger-egg-rolls/,Gathered,"['ground beef', 'onion', 'dill pickles', 'Cheddar cheese', 'yellow mustard', 'egg roll wrappers', 'vegetable oil']"
240874,Almond Crunch Cookies,"['1 c. granulated sugar', '1 c. powdered sugar', '1 c. oleo or butter, softened', '1 c. oil', '1 tsp. almond extract', '2 eggs', '3 1/2 c. flour', '1 c. whole wheat flour', '1 tsp. soda', '1 tsp. salt', '1 tsp. cream of tartar', '2 c. coarsely chopped almonds, toasted', '1 pkg. almond brickle baking chips (Heath)', 'sugar']","['Heat oven to 350°.', 'Use ungreased baking sheets.', 'In a large bowl, blend granulated sugar, powdered sugar, oleo and oil until well mixed. Add almond extract and eggs.', 'Mix well. Blend dry ingredients.', 'Add to creamed mixture. Stir in almonds and brickle. Chill dough. Shape large tablespoonfuls of dough into balls. Roll in sugar.', 'Place about 4 to 5-inches apart on baking sheets.', 'With fork dipped in sugar, flatten cookies in crisscross pattern.', 'Bake 12 to 18 minutes or until light golden brown around the edges. Cool 1 minute before removing from pans to racks.', 'Makes about 50 cookies.', 'You can vary size to your wishes.', 'May need some adjustment in time then.']",www.cookbooks.com/Recipe-Details.aspx?id=882500,Gathered,"['sugar', 'powdered sugar', 'oleo', 'oil', 'almond extract', 'eggs', 'flour', 'whole wheat flour', 'soda', 'salt', 'cream of tartar', 'almonds', 'almond brickle baking chips', 'sugar']"
1866210,Pico De Gallo,"['3 Ripe tomatoes, chopped', '1/2 Sweet onion, finely chopped (I used Vidalia)', '2 Jalapeno peppers finely chopped (include seeds for extra heat)', '1 bunch Cilantro, chopped', '1 tbsp Lemon juice']","['Chop and mix all ingredients together.', 'Refrigerate for a little or eat immediately.', 'Serve with tortilla chips.']",cookpad.com/us/recipes/353875-pico-de-gallo,Recipes1M,"['tomatoes', 'Sweet onion', 'peppers', 'Cilantro', 'Lemon juice']"
529952,Oven French Fries,"['2 large baking potatoes', '2 1/2 tsp. olive oil']","['Preheat oven to 375°.', 'Place potatoes, that have been peeled and cut into French fry-style slices, on lightly greased (Pam) cookie sheet.', 'Brush lightly with 1/3 of oil.', 'Bake for 5 minutes.', 'Brush with oil again and bake for 5 minutes.', 'Brush with remaining oil and bake for 5 more minutes, until crisp and tender. Sprinkle with salt, if desired.']",www.cookbooks.com/Recipe-Details.aspx?id=937475,Gathered,"['baking potatoes', 'olive oil']"
584115,Dip,"['1 can Ro-Tel tomatoes with chilies, blended well', '4 oz. cream cheese (room temperature better)', '1/2 lb. Velveeta cheese', '1 can regular hot dog chili']","['Melt and blend well.', 'Serve hot with the regular Frito-Lay bite-size chips.']",www.cookbooks.com/Recipe-Details.aspx?id=615714,Gathered,"['Ro-Tel tomatoes', 'cream cheese', 'Velveeta cheese', 'regular hot dog chili']"
865374,Steak Roll-Ups With Mushrooms,"['1 lb. round steak, pounded thin', 'salt and pepper to taste', 'dash of garlic salt', '1 pkg. stuffing mix', '1 can cream of mushroom soup']","['Cut steak into 6 pieces.', 'Sprinkle with seasonings.', 'Prepare stuffing using package directions.', 'Spoon 1 tablespoon of stuffing on each piece of steak.', 'Roll up, securing with toothpicks.', 'Brown over medium heat in shortening in skillet for 2 minutes per side. Remove rolls and pour off excess drippings.', 'Add soup and 1 soup can water, stirring to mix well.', 'Return steak rolls to skillet, spooning sauce over each.', 'Simmer over low heat for 1 hour, turning once.']",www.cookbooks.com/Recipe-Details.aspx?id=556261,Gathered,"['round steak', 'salt', 'garlic', 'stuffing mix', 'cream of mushroom soup']"
373689,Blueberry Crumble,"['3/4 c. soft shortening', '1 c. sugar', '1 3/4 c. flour', '1/2 tsp. soda', '1 tsp. salt', '1 1/2 c. oatmeal', '1 qt. berries', '1/2 c. sugar', '3 Tbsp. cornstarch', '1/2 c. water']","['Heat the berries with sugar.', 'Thicken with cornstarch and water.', 'Pour thickened berries over crumble mixture in pan.', 'Press the remaining crumble on top.', 'Bake at 350° for 30 minutes.', 'Serve warm with whipping cream or ice cream.']",www.cookbooks.com/Recipe-Details.aspx?id=303044,Gathered,"['shortening', 'sugar', 'flour', 'soda', 'salt', 'oatmeal', 'berries', 'sugar', 'cornstarch', 'water']"
854086,Fried Tomatoes,"['4 large ripe tomatoes', '4 Tbsp. oil', '1/4 tsp. salt', '1/4 tsp. pepper', '2 Tbsp. honey', '1 Tbsp. butter', '1 Tbsp. flour', '1/2 c. milk']","['Wash and slice tomatoes into 1/2-inch slices.', 'Dredge thickly with flour.', 'Fry in hot oil, browning well on both sides.', 'Drain; place on serving dish and sprinkle with salt and pepper.', 'Add butter to pan fryings; blend in flour and add milk.', 'Cook until thickened, stirring constantly.', 'Pour over tomatoes and serve.']",www.cookbooks.com/Recipe-Details.aspx?id=449023,Gathered,"['tomatoes', 'oil', 'salt', 'pepper', 'honey', 'butter', 'flour', 'milk']"
1343618,Peanut Butter Balls ,"['2 sticks butter', '1 box confectioners sugar', '1 pound peanut butter', '1 cup Rice Crispies', '12 ounces semi-sweet chocolate chips', '2/3 stick parafin wax']","['Mix butter, confectioners sugar, peanut butter, and Rice Crispies together and roll into small balls.', 'Place on wax paper on cookie sheet and freeze for 15 minutes.', 'Put toothpick in each for dipping.', 'Melt chocolate chips and parafin wax over low heat.', 'Dip balls in chocolate and place back on wax paper.', 'Regrigerate until hard.']",www.epicurious.com/recipes/member/views/peanut-butter-balls-51617341,Gathered,"['butter', 'confectioners sugar', 'peanut butter', 'Rice Crispies', 'semi-sweet chocolate chips', 'parafin wax']"
